# RTF-Densities and RTF-fields
#     r     Pf_p     Pf_n     rhov_p     rhov_n     Sigma     Omega     Rho     Coulomb     Ef_p     Ef_n
    0.14800E+01    0.21903E+03    0.22984E+03    0.46183E-01    0.53366E-01    0.24039E+00    0.19614E+00   -0.18738E-02    0.22284E-02   -0.10315E-01   -0.54845E-02
    0.14900E+01    0.21873E+03    0.22956E+03    0.45993E-01    0.53171E-01    0.23945E+00    0.19534E+00   -0.18722E-02    0.22238E-02   -0.10315E-01   -0.54849E-02
    0.15000E+01    0.21842E+03    0.22927E+03    0.45802E-01    0.52974E-01    0.23851E+00    0.19454E+00   -0.18707E-02    0.22192E-02   -0.10315E-01   -0.54854E-02
    0.15100E+01    0.21811E+03    0.22899E+03    0.45609E-01    0.52776E-01    0.23756E+00    0.19372E+00   -0.18691E-02    0.22145E-02   -0.10315E-01   -0.54858E-02
    0.15200E+01    0.21780E+03    0.22870E+03    0.45415E-01    0.52576E-01    0.23660E+00    0.19290E+00   -0.18675E-02    0.22099E-02   -0.10315E-01   -0.54863E-02
    0.15300E+01    0.21749E+03    0.22840E+03    0.45219E-01    0.52374E-01    0.23563E+00    0.19208E+00   -0.18659E-02    0.22052E-02   -0.10316E-01   -0.54867E-02
    0.15400E+01    0.21717E+03    0.22811E+03    0.45021E-01    0.52171E-01    0.23466E+00    0.19125E+00   -0.18643E-02    0.22005E-02   -0.10316E-01   -0.54872E-02
    0.15500E+01    0.21685E+03    0.22781E+03    0.44822E-01    0.51966E-01    0.23368E+00    0.19041E+00   -0.18626E-02    0.21957E-02   -0.10316E-01   -0.54876E-02
    0.15600E+01    0.21653E+03    0.22751E+03    0.44621E-01    0.51759E-01    0.23270E+00    0.18956E+00   -0.18610E-02    0.21910E-02   -0.10316E-01   -0.54881E-02
    0.15700E+01    0.21620E+03    0.22720E+03    0.44418E-01    0.51551E-01    0.23171E+00    0.18871E+00   -0.18593E-02    0.21862E-02   -0.10316E-01   -0.54885E-02
    0.15800E+01    0.21587E+03    0.22689E+03    0.44214E-01    0.51341E-01    0.23071E+00    0.18786E+00   -0.18576E-02    0.21814E-02   -0.10316E-01   -0.54890E-02
    0.15900E+01    0.21553E+03    0.22658E+03    0.44009E-01    0.51130E-01    0.22970E+00    0.18700E+00   -0.18559E-02    0.21766E-02   -0.10316E-01   -0.54894E-02
    0.16000E+01    0.21519E+03    0.22627E+03    0.43802E-01    0.50917E-01    0.22869E+00    0.18613E+00   -0.18542E-02    0.21718E-02   -0.10316E-01   -0.54898E-02
    0.16100E+01    0.21485E+03    0.22595E+03    0.43593E-01    0.50702E-01    0.22767E+00    0.18526E+00   -0.18524E-02    0.21669E-02   -0.10317E-01   -0.54903E-02
    0.16200E+01    0.21451E+03    0.22563E+03    0.43382E-01    0.50486E-01    0.22664E+00    0.18438E+00   -0.18507E-02    0.21620E-02   -0.10317E-01   -0.54907E-02
    0.16300E+01    0.21416E+03    0.22530E+03    0.43170E-01    0.50268E-01    0.22561E+00    0.18349E+00   -0.18489E-02    0.21571E-02   -0.10317E-01   -0.54911E-02
    0.16400E+01    0.21380E+03    0.22497E+03    0.42957E-01    0.50048E-01    0.22457E+00    0.18260E+00   -0.18471E-02    0.21522E-02   -0.10317E-01   -0.54915E-02
    0.16500E+01    0.21344E+03    0.22464E+03    0.42742E-01    0.49827E-01    0.22353E+00    0.18171E+00   -0.18453E-02    0.21473E-02   -0.10317E-01   -0.54919E-02
    0.16600E+01    0.21308E+03    0.22430E+03    0.42525E-01    0.49604E-01    0.22247E+00    0.18080E+00   -0.18435E-02    0.21424E-02   -0.10317E-01   -0.54923E-02
    0.16700E+01    0.21272E+03    0.22397E+03    0.42307E-01    0.49379E-01    0.22141E+00    0.17990E+00   -0.18417E-02    0.21374E-02   -0.10317E-01   -0.54928E-02
    0.16800E+01    0.21235E+03    0.22362E+03    0.42087E-01    0.49153E-01    0.22035E+00    0.17898E+00   -0.18398E-02    0.21324E-02   -0.10317E-01   -0.54932E-02
    0.16900E+01    0.21198E+03    0.22328E+03    0.41865E-01    0.48925E-01    0.21928E+00    0.17806E+00   -0.18379E-02    0.21274E-02   -0.10317E-01   -0.54936E-02
    0.17000E+01    0.21160E+03    0.22293E+03    0.41642E-01    0.48696E-01    0.21820E+00    0.17714E+00   -0.18360E-02    0.21224E-02   -0.10317E-01   -0.54940E-02
    0.17100E+01    0.21122E+03    0.22257E+03    0.41418E-01    0.48465E-01    0.21711E+00    0.17620E+00   -0.18341E-02    0.21174E-02   -0.10317E-01   -0.54944E-02
    0.17200E+01    0.21083E+03    0.22222E+03    0.41191E-01    0.48232E-01    0.21602E+00    0.17527E+00   -0.18322E-02    0.21124E-02   -0.10317E-01   -0.54949E-02
    0.17300E+01    0.21044E+03    0.22186E+03    0.40964E-01    0.47997E-01    0.21492E+00    0.17433E+00   -0.18302E-02    0.21073E-02   -0.10317E-01   -0.54953E-02
    0.17400E+01    0.21005E+03    0.22149E+03    0.40734E-01    0.47761E-01    0.21382E+00    0.17338E+00   -0.18283E-02    0.21022E-02   -0.10318E-01   -0.54957E-02
    0.17500E+01    0.20965E+03    0.22112E+03    0.40503E-01    0.47524E-01    0.21270E+00    0.17242E+00   -0.18263E-02    0.20972E-02   -0.10318E-01   -0.54961E-02
    0.17600E+01    0.20925E+03    0.22075E+03    0.40271E-01    0.47284E-01    0.21159E+00    0.17146E+00   -0.18243E-02    0.20921E-02   -0.10318E-01   -0.54966E-02
    0.17700E+01    0.20884E+03    0.22038E+03    0.40037E-01    0.47044E-01    0.21046E+00    0.17050E+00   -0.18222E-02    0.20869E-02   -0.10318E-01   -0.54970E-02
    0.17800E+01    0.20843E+03    0.22000E+03    0.39801E-01    0.46801E-01    0.20933E+00    0.16953E+00   -0.18202E-02    0.20818E-02   -0.10318E-01   -0.54974E-02
    0.17900E+01    0.20802E+03    0.21961E+03    0.39564E-01    0.46557E-01    0.20820E+00    0.16855E+00   -0.18181E-02    0.20767E-02   -0.10318E-01   -0.54978E-02
    0.18000E+01    0.20760E+03    0.21923E+03    0.39325E-01    0.46311E-01    0.20705E+00    0.16757E+00   -0.18160E-02    0.20715E-02   -0.10318E-01   -0.54982E-02
    0.18100E+01    0.20718E+03    0.21884E+03    0.39085E-01    0.46064E-01    0.20591E+00    0.16659E+00   -0.18139E-02    0.20663E-02   -0.10318E-01   -0.54985E-02
    0.18200E+01    0.20675E+03    0.21844E+03    0.38843E-01    0.45815E-01    0.20475E+00    0.16559E+00   -0.18118E-02    0.20611E-02   -0.10318E-01   -0.54989E-02
    0.18300E+01    0.20631E+03    0.21804E+03    0.38600E-01    0.45565E-01    0.20359E+00    0.16460E+00   -0.18096E-02    0.20559E-02   -0.10318E-01   -0.54993E-02
    0.18400E+01    0.20588E+03    0.21764E+03    0.38355E-01    0.45312E-01    0.20242E+00    0.16360E+00   -0.18075E-02    0.20507E-02   -0.10318E-01   -0.54996E-02
    0.18500E+01    0.20544E+03    0.21723E+03    0.38109E-01    0.45059E-01    0.20125E+00    0.16259E+00   -0.18053E-02    0.20455E-02   -0.10318E-01   -0.55000E-02
    0.18600E+01    0.20499E+03    0.21682E+03    0.37861E-01    0.44804E-01    0.20007E+00    0.16157E+00   -0.18030E-02    0.20403E-02   -0.10318E-01   -0.55003E-02
    0.18700E+01    0.20454E+03    0.21641E+03    0.37612E-01    0.44547E-01    0.19889E+00    0.16056E+00   -0.18008E-02    0.20350E-02   -0.10318E-01   -0.55007E-02
    0.18800E+01    0.20408E+03    0.21599E+03    0.37361E-01    0.44288E-01    0.19770E+00    0.15953E+00   -0.17985E-02    0.20297E-02   -0.10318E-01   -0.55011E-02
    0.18900E+01    0.20362E+03    0.21556E+03    0.37108E-01    0.44029E-01    0.19650E+00    0.15851E+00   -0.17962E-02    0.20245E-02   -0.10318E-01   -0.55015E-02
    0.19000E+01    0.20316E+03    0.21514E+03    0.36855E-01    0.43767E-01    0.19530E+00    0.15747E+00   -0.17939E-02    0.20192E-02   -0.10318E-01   -0.55019E-02
    0.19100E+01    0.20269E+03    0.21471E+03    0.36599E-01    0.43504E-01    0.19409E+00    0.15644E+00   -0.17916E-02    0.20139E-02   -0.10318E-01   -0.55023E-02
    0.19200E+01    0.20221E+03    0.21427E+03    0.36343E-01    0.43240E-01    0.19288E+00    0.15539E+00   -0.17892E-02    0.20086E-02   -0.10318E-01   -0.55027E-02
    0.19300E+01    0.20173E+03    0.21383E+03    0.36084E-01    0.42974E-01    0.19166E+00    0.15435E+00   -0.17869E-02    0.20033E-02   -0.10318E-01   -0.55032E-02
    0.19400E+01    0.20125E+03    0.21338E+03    0.35825E-01    0.42706E-01    0.19044E+00    0.15329E+00   -0.17845E-02    0.19979E-02   -0.10318E-01   -0.55036E-02
    0.19500E+01    0.20076E+03    0.21294E+03    0.35564E-01    0.42437E-01    0.18921E+00    0.15224E+00   -0.17820E-02    0.19926E-02   -0.10318E-01   -0.55041E-02
    0.19600E+01    0.20026E+03    0.21248E+03    0.35301E-01    0.42166E-01    0.18798E+00    0.15118E+00   -0.17796E-02    0.19873E-02   -0.10318E-01   -0.55046E-02
    0.19700E+01    0.19976E+03    0.21202E+03    0.35037E-01    0.41894E-01    0.18674E+00    0.15011E+00   -0.17771E-02    0.19819E-02   -0.10319E-01   -0.55050E-02
    0.19800E+01    0.19926E+03    0.21156E+03    0.34772E-01    0.41621E-01    0.18550E+00    0.14904E+00   -0.17746E-02    0.19765E-02   -0.10319E-01   -0.55055E-02
    0.19900E+01    0.19874E+03    0.21110E+03    0.34505E-01    0.41346E-01    0.18425E+00    0.14797E+00   -0.17720E-02    0.19712E-02   -0.10319E-01   -0.55059E-02
    0.20000E+01    0.19823E+03    0.21062E+03    0.34237E-01    0.41070E-01    0.18299E+00    0.14689E+00   -0.17695E-02    0.19658E-02   -0.10319E-01   -0.55063E-02
    0.20100E+01    0.19771E+03    0.21015E+03    0.33968E-01    0.40792E-01    0.18173E+00    0.14580E+00   -0.17669E-02    0.19604E-02   -0.10319E-01   -0.55067E-02
    0.20200E+01    0.19718E+03    0.20967E+03    0.33697E-01    0.40513E-01    0.18047E+00    0.14472E+00   -0.17643E-02    0.19550E-02   -0.10319E-01   -0.55071E-02
    0.20300E+01    0.19665E+03    0.20918E+03    0.33425E-01    0.40232E-01    0.17920E+00    0.14363E+00   -0.17616E-02    0.19496E-02   -0.10319E-01   -0.55075E-02
    0.20400E+01    0.19611E+03    0.20869E+03    0.33152E-01    0.39950E-01    0.17793E+00    0.14253E+00   -0.17590E-02    0.19442E-02   -0.10319E-01   -0.55079E-02
    0.20500E+01    0.19557E+03    0.20820E+03    0.32877E-01    0.39667E-01    0.17665E+00    0.14143E+00   -0.17563E-02    0.19388E-02   -0.10319E-01   -0.55083E-02
    0.20600E+01    0.19502E+03    0.20770E+03    0.32602E-01    0.39382E-01    0.17537E+00    0.14033E+00   -0.17535E-02    0.19333E-02   -0.10319E-01   -0.55086E-02
    0.20700E+01    0.19447E+03    0.20719E+03    0.32324E-01    0.39096E-01    0.17408E+00    0.13922E+00   -0.17508E-02    0.19279E-02   -0.10319E-01   -0.55090E-02
    0.20800E+01    0.19391E+03    0.20669E+03    0.32046E-01    0.38809E-01    0.17279E+00    0.13811E+00   -0.17480E-02    0.19225E-02   -0.10319E-01   -0.55093E-02
    0.20900E+01    0.19334E+03    0.20617E+03    0.31766E-01    0.38520E-01    0.17149E+00    0.13700E+00   -0.17451E-02    0.19170E-02   -0.10319E-01   -0.55097E-02
    0.21000E+01    0.19277E+03    0.20565E+03    0.31486E-01    0.38230E-01    0.17019E+00    0.13588E+00   -0.17423E-02    0.19116E-02   -0.10319E-01   -0.55101E-02
    0.21100E+01    0.19219E+03    0.20513E+03    0.31204E-01    0.37939E-01    0.16889E+00    0.13476E+00   -0.17394E-02    0.19061E-02   -0.10319E-01   -0.55105E-02
    0.21200E+01    0.19161E+03    0.20460E+03    0.30920E-01    0.37646E-01    0.16758E+00    0.13363E+00   -0.17365E-02    0.19007E-02   -0.10319E-01   -0.55109E-02
    0.21300E+01    0.19102E+03    0.20407E+03    0.30636E-01    0.37353E-01    0.16627E+00    0.13250E+00   -0.17335E-02    0.18952E-02   -0.10319E-01   -0.55113E-02
    0.21400E+01    0.19042E+03    0.20353E+03    0.30351E-01    0.37058E-01    0.16496E+00    0.13137E+00   -0.17306E-02    0.18897E-02   -0.10319E-01   -0.55117E-02
    0.21500E+01    0.18982E+03    0.20299E+03    0.30064E-01    0.36762E-01    0.16364E+00    0.13024E+00   -0.17275E-02    0.18843E-02   -0.10319E-01   -0.55121E-02
    0.21600E+01    0.18922E+03    0.20244E+03    0.29776E-01    0.36465E-01    0.16232E+00    0.12910E+00   -0.17245E-02    0.18788E-02   -0.10319E-01   -0.55126E-02
    0.21700E+01    0.18860E+03    0.20188E+03    0.29488E-01    0.36166E-01    0.16099E+00    0.12796E+00   -0.17214E-02    0.18733E-02   -0.10319E-01   -0.55130E-02
    0.21800E+01    0.18798E+03    0.20132E+03    0.29198E-01    0.35867E-01    0.15966E+00    0.12682E+00   -0.17183E-02    0.18678E-02   -0.10319E-01   -0.55134E-02
    0.21900E+01    0.18736E+03    0.20076E+03    0.28907E-01    0.35566E-01    0.15833E+00    0.12567E+00   -0.17151E-02    0.18623E-02   -0.10319E-01   -0.55138E-02
    0.22000E+01    0.18672E+03    0.20019E+03    0.28616E-01    0.35264E-01    0.15700E+00    0.12452E+00   -0.17119E-02    0.18568E-02   -0.10319E-01   -0.55142E-02
    0.22100E+01    0.18609E+03    0.19962E+03    0.28323E-01    0.34962E-01    0.15566E+00    0.12337E+00   -0.17087E-02    0.18514E-02   -0.10319E-01   -0.55146E-02
    0.22200E+01    0.18544E+03    0.19904E+03    0.28030E-01    0.34658E-01    0.15432E+00    0.12222E+00   -0.17054E-02    0.18459E-02   -0.10319E-01   -0.55150E-02
    0.22300E+01    0.18479E+03    0.19845E+03    0.27735E-01    0.34353E-01    0.15298E+00    0.12106E+00   -0.17021E-02    0.18404E-02   -0.10319E-01   -0.55154E-02
    0.22400E+01    0.18413E+03    0.19786E+03    0.27440E-01    0.34047E-01    0.15163E+00    0.11991E+00   -0.16988E-02    0.18349E-02   -0.10319E-01   -0.55158E-02
    0.22500E+01    0.18347E+03    0.19727E+03    0.27144E-01    0.33741E-01    0.15028E+00    0.11875E+00   -0.16954E-02    0.18294E-02   -0.10319E-01   -0.55161E-02
    0.22600E+01    0.18279E+03    0.19666E+03    0.26846E-01    0.33433E-01    0.14893E+00    0.11759E+00   -0.16919E-02    0.18239E-02   -0.10319E-01   -0.55165E-02
    0.22700E+01    0.18212E+03    0.19606E+03    0.26549E-01    0.33125E-01    0.14758E+00    0.11642E+00   -0.16885E-02    0.18184E-02   -0.10319E-01   -0.55168E-02
    0.22800E+01    0.18143E+03    0.19545E+03    0.26250E-01    0.32815E-01    0.14623E+00    0.11526E+00   -0.16849E-02    0.18129E-02   -0.10319E-01   -0.55172E-02
    0.22900E+01    0.18074E+03    0.19483E+03    0.25951E-01    0.32505E-01    0.14487E+00    0.11409E+00   -0.16814E-02    0.18074E-02   -0.10319E-01   -0.55175E-02
    0.23000E+01    0.18004E+03    0.19420E+03    0.25651E-01    0.32194E-01    0.14351E+00    0.11292E+00   -0.16778E-02    0.18019E-02   -0.10319E-01   -0.55178E-02
    0.23100E+01    0.17933E+03    0.19358E+03    0.25350E-01    0.31882E-01    0.14215E+00    0.11176E+00   -0.16741E-02    0.17965E-02   -0.10319E-01   -0.55181E-02
    0.23200E+01    0.17862E+03    0.19294E+03    0.25049E-01    0.31570E-01    0.14079E+00    0.11059E+00   -0.16705E-02    0.17910E-02   -0.10318E-01   -0.55184E-02
    0.23300E+01    0.17790E+03    0.19230E+03    0.24747E-01    0.31257E-01    0.13943E+00    0.10942E+00   -0.16667E-02    0.17855E-02   -0.10318E-01   -0.55186E-02
    0.23400E+01    0.17717E+03    0.19165E+03    0.24445E-01    0.30943E-01    0.13806E+00    0.10824E+00   -0.16629E-02    0.17800E-02   -0.10318E-01   -0.55189E-02
    0.23500E+01    0.17644E+03    0.19100E+03    0.24142E-01    0.30628E-01    0.13670E+00    0.10707E+00   -0.16591E-02    0.17745E-02   -0.10318E-01   -0.55192E-02
    0.23600E+01    0.17569E+03    0.19035E+03    0.23838E-01    0.30313E-01    0.13533E+00    0.10590E+00   -0.16552E-02    0.17691E-02   -0.10318E-01   -0.55195E-02
    0.23700E+01    0.17495E+03    0.18968E+03    0.23535E-01    0.29998E-01    0.13397E+00    0.10472E+00   -0.16513E-02    0.17636E-02   -0.10318E-01   -0.55197E-02
    0.23800E+01    0.17419E+03    0.18901E+03    0.23230E-01    0.29681E-01    0.13260E+00    0.10355E+00   -0.16473E-02    0.17581E-02   -0.10318E-01   -0.55200E-02
    0.23900E+01    0.17342E+03    0.18834E+03    0.22926E-01    0.29365E-01    0.13123E+00    0.10238E+00   -0.16433E-02    0.17526E-02   -0.10317E-01   -0.55203E-02
    0.24000E+01    0.17265E+03    0.18766E+03    0.22621E-01    0.29047E-01    0.12986E+00    0.10120E+00   -0.16392E-02    0.17472E-02   -0.10317E-01   -0.55206E-02
    0.24100E+01    0.17187E+03    0.18697E+03    0.22315E-01    0.28730E-01    0.12850E+00    0.10003E+00   -0.16351E-02    0.17417E-02   -0.10317E-01   -0.55209E-02
    0.24200E+01    0.17108E+03    0.18628E+03    0.22010E-01    0.28412E-01    0.12713E+00    0.98855E-01   -0.16309E-02    0.17363E-02   -0.10317E-01   -0.55212E-02
    0.24300E+01    0.17029E+03    0.18558E+03    0.21704E-01    0.28094E-01    0.12576E+00    0.97682E-01   -0.16266E-02    0.17308E-02   -0.10317E-01   -0.55215E-02
    0.24400E+01    0.16948E+03    0.18488E+03    0.21398E-01    0.27775E-01    0.12439E+00    0.96509E-01   -0.16223E-02    0.17254E-02   -0.10317E-01   -0.55218E-02
    0.24500E+01    0.16867E+03    0.18417E+03    0.21092E-01    0.27456E-01    0.12303E+00    0.95337E-01   -0.16180E-02    0.17199E-02   -0.10317E-01   -0.55221E-02
    0.24600E+01    0.16785E+03    0.18345E+03    0.20786E-01    0.27137E-01    0.12166E+00    0.94166E-01   -0.16136E-02    0.17145E-02   -0.10317E-01   -0.55224E-02
    0.24700E+01    0.16702E+03    0.18273E+03    0.20480E-01    0.26818E-01    0.12030E+00    0.92995E-01   -0.16091E-02    0.17091E-02   -0.10317E-01   -0.55227E-02
    0.24800E+01    0.16619E+03    0.18200E+03    0.20173E-01    0.26498E-01    0.11893E+00    0.91826E-01   -0.16045E-02    0.17037E-02   -0.10316E-01   -0.55230E-02
    0.24900E+01    0.16534E+03    0.18127E+03    0.19867E-01    0.26179E-01    0.11757E+00    0.90659E-01   -0.15999E-02    0.16983E-02   -0.10316E-01   -0.55233E-02
    0.25000E+01    0.16449E+03    0.18053E+03    0.19561E-01    0.25859E-01    0.11621E+00    0.89493E-01   -0.15953E-02    0.16929E-02   -0.10316E-01   -0.55236E-02
    0.25100E+01    0.16362E+03    0.17978E+03    0.19255E-01    0.25540E-01    0.11485E+00    0.88328E-01   -0.15905E-02    0.16875E-02   -0.10316E-01   -0.55239E-02
    0.25200E+01    0.16275E+03    0.17903E+03    0.18949E-01    0.25220E-01    0.11349E+00    0.87166E-01   -0.15857E-02    0.16821E-02   -0.10316E-01   -0.55242E-02
    0.25300E+01    0.16187E+03    0.17827E+03    0.18644E-01    0.24901E-01    0.11213E+00    0.86005E-01   -0.15809E-02    0.16767E-02   -0.10316E-01   -0.55244E-02
    0.25400E+01    0.16099E+03    0.17750E+03    0.18339E-01    0.24582E-01    0.11078E+00    0.84846E-01   -0.15759E-02    0.16713E-02   -0.10315E-01   -0.55247E-02
    0.25500E+01    0.16009E+03    0.17673E+03    0.18034E-01    0.24262E-01    0.10942E+00    0.83690E-01   -0.15709E-02    0.16660E-02   -0.10315E-01   -0.55249E-02
    0.25600E+01    0.15918E+03    0.17595E+03    0.17729E-01    0.23943E-01    0.10807E+00    0.82536E-01   -0.15658E-02    0.16606E-02   -0.10315E-01   -0.55251E-02
    0.25700E+01    0.15827E+03    0.17517E+03    0.17425E-01    0.23625E-01    0.10673E+00    0.81385E-01   -0.15607E-02    0.16553E-02   -0.10315E-01   -0.55254E-02
    0.25800E+01    0.15734E+03    0.17438E+03    0.17121E-01    0.23307E-01    0.10538E+00    0.80237E-01   -0.15555E-02    0.16500E-02   -0.10315E-01   -0.55256E-02
    0.25900E+01    0.15641E+03    0.17358E+03    0.16818E-01    0.22989E-01    0.10404E+00    0.79092E-01   -0.15502E-02    0.16447E-02   -0.10314E-01   -0.55258E-02
    0.26000E+01    0.15547E+03    0.17278E+03    0.16516E-01    0.22671E-01    0.10270E+00    0.77949E-01   -0.15448E-02    0.16393E-02   -0.10314E-01   -0.55260E-02
    0.26100E+01    0.15451E+03    0.17197E+03    0.16214E-01    0.22354E-01    0.10137E+00    0.76811E-01   -0.15393E-02    0.16340E-02   -0.10314E-01   -0.55261E-02
    0.26200E+01    0.15355E+03    0.17115E+03    0.15913E-01    0.22037E-01    0.10004E+00    0.75675E-01   -0.15338E-02    0.16288E-02   -0.10313E-01   -0.55263E-02
    0.26300E+01    0.15258E+03    0.17033E+03    0.15612E-01    0.21721E-01    0.98708E-01    0.74543E-01   -0.15281E-02    0.16235E-02   -0.10313E-01   -0.55265E-02
    0.26400E+01    0.15159E+03    0.16950E+03    0.15313E-01    0.21406E-01    0.97384E-01    0.73416E-01   -0.15224E-02    0.16182E-02   -0.10313E-01   -0.55266E-02
    0.26500E+01    0.15060E+03    0.16867E+03    0.15014E-01    0.21091E-01    0.96064E-01    0.72292E-01   -0.15166E-02    0.16130E-02   -0.10312E-01   -0.55268E-02
    0.26600E+01    0.14960E+03    0.16783E+03    0.14716E-01    0.20777E-01    0.94748E-01    0.71172E-01   -0.15107E-02    0.16077E-02   -0.10312E-01   -0.55269E-02
    0.26700E+01    0.14859E+03    0.16698E+03    0.14419E-01    0.20464E-01    0.93437E-01    0.70057E-01   -0.15048E-02    0.16025E-02   -0.10312E-01   -0.55270E-02
    0.26800E+01    0.14756E+03    0.16613E+03    0.14123E-01    0.20151E-01    0.92131E-01    0.68946E-01   -0.14987E-02    0.15973E-02   -0.10311E-01   -0.55272E-02
    0.26900E+01    0.14653E+03    0.16526E+03    0.13828E-01    0.19840E-01    0.90829E-01    0.67840E-01   -0.14925E-02    0.15921E-02   -0.10311E-01   -0.55273E-02
    0.27000E+01    0.14548E+03    0.16440E+03    0.13534E-01    0.19529E-01    0.89532E-01    0.66739E-01   -0.14863E-02    0.15869E-02   -0.10311E-01   -0.55274E-02
    0.27100E+01    0.14443E+03    0.16352E+03    0.13242E-01    0.19219E-01    0.88241E-01    0.65643E-01   -0.14799E-02    0.15817E-02   -0.10310E-01   -0.55275E-02
